Sender-KntNr,Empfaenger-KntNr,Verwendungszweck,Betrag,Buchungsdatum
AT31 5368 4239 0622 2678,AT89 1722 5241 3201 1443,Schulden,255.50,18.09.2017
AT56 8206 6127 2233 7903,AT25 2252 4773 6239 8605,,360.22,25.09.2017
AT34 2568 3484 0062 8014,AT99 3877 4273 7047 3592,Auto,454.99,03.01.2017
AT23 3627 5889 5495 9166,AT46 4038 8451 6269 6532,Leben,492.06,13.02.2018
AT65 9915 4585 9244 5764,AT73 0351 6823 5615 7175,Leben,693.94,14.10.2018
AT80 0414 2633 0638 0714,AT37 4165 0290 7991 9354,,771.56,09.10.2017
AT00 3837 1294 3259 1959,AT99 3877 4273 7047 3592,Aktien,94.41,03.02.2018
AT94 6088 9228 6351 2124,AT11 8048 7611 7051 3113,Neueinrichtung,548.56,27.10.2017
AT50 5914 7535 5076 3985,AT49 7869 6462 7722 2559,Neueinrichtung,38.44,19.09.2017
AT96 2315 8547 9857 4362,AT89 1722 5241 3201 1443,Spende,104.07,11.07.2018
AT37 2200 1453 3654 4508,AT48 4644 0976 8993 2171,Warenhandel,219.20,03.01.2018
AT37 4165 0290 7991 9354,AT78 4116 4634 9458 1407,,630.21,24.02.2017
AT38 1771 0448 8518 9824,AT81 1104 3648 6492 1249,Auto,215.94,22.11.2018
AT76 6888 8605 9695 7795,AT11 8048 7611 7051 3113,Leben,906.12,23.04.2017
AT38 1771 0448 8518 9824,AT55 8940 9044 2599 2567,Schulden,664.59,16.02.2018
AT56 8206 6127 2233 7903,AT21 3259 6395 4314 9840,Aktien,30.53,17.11.2017
AT50 5914 7535 5076 3985,AT00 3837 1294 3259 1959,Warenhandel,116.42,11.06.2017
AT25 2252 4773 6239 8605,AT73 2816 5898 3126 3532,,322.22,21.02.2018
AT96 2315 8547 9857 4362,AT50 5914 7535 5076 3985,Warenhandel,106.26,27.09.2018
AT27 4281 9942 0389 1927,AT37 4165 0290 7991 9354,Warenhandel,983.74,22.06.2017
AT17 4463 0026 7361 8389,AT37 4165 0290 7991 9354,,74.26,12.03.2018
AT08 8242 4149 1806 1191,AT78 4116 4634 9458 1407,Neueinrichtung,791.41,15.06.2018
AT76 6888 8605 9695 7795,AT78 4116 4634 9458 1407,Schulden,621.19,14.10.2018
AT50 5914 7535 5076 3985,AT73 0351 6823 5615 7175,Aktien,487.47,28.05.2017
AT46 4038 8451 6269 6532,AT00 3837 1294 3259 1959,Warenhandel,677.43,08.08.2017
AT58 0042 4020 9493 7961,AT77 5714 5121 8373 3333,Aktien,99.11,01.04.2017
AT49 7869 6462 7722 2559,AT34 1779 1973 2337 2860,,184.01,06.06.2017
AT99 3877 4273 7047 3592,AT37 2200 1453 3654 4508,,234.01,12.04.2017
AT94 6088 9228 6351 2124,AT11 8048 7611 7051 3113,Leben,206.11,21.01.2017
AT00 3837 1294 3259 1959,AT89 1722 5241 3201 1443,Spende,182.21,10.08.2017
AT80 3954 6633 3875 0597,AT80 0414 2633 0638 0714,Schulden,282.96,13.02.2017
AT81 1104 3648 6492 1249,AT57 0089 3636 6067 8915,Leben,811.83,18.12.2018
AT77 0689 8601 7267 2419,AT00 3837 1294 3259 1959,Schulden,422.86,21.04.2018
AT10 0760 7731 4855 1789,AT73 0351 6823 5615 7175,Aktien,297.18,23.04.2017
AT05 1748 1837 7869 6873,AT73 0351 6823 5615 7175,Neueinrichtung,879.14,22.11.2018
AT37 2200 1453 3654 4508,AT89 1722 5241 3201 1443,Leben,541.09,12.06.2017
AT87 6023 4362 1392 0577,AT57 0089 3636 6067 8915,Schulden,463.18,20.07.2017
AT80 0414 2633 0638 0714,AT50 5914 7535 5076 3985,Spende,457.41,03.03.2018
AT96 2315 8547 9857 4362,AT55 8940 9044 2599 2567,Leben,743.81,01.08.2017
AT73 7449 0172 9499 3958,AT65 9915 4585 9244 5764,,148.14,11.10.2017
AT78 6280 7841 3225 0685,AT71 7270 8831 6056 9024,Schulden,701.09,16.09.2017
AT34 9862 5121 9751 5569,AT09 1239 5645 2894 7413,Warenhandel,8.07,06.10.2017
AT80 0414 2633 0638 0714,AT34 2568 3484 0062 8014,Leben,510.88,10.07.2018
AT76 6888 8605 9695 7795,AT47 9309 4409 4792 4785,Leben,399.35,14.11.2018
AT83 2055 0343 5031 5242,AT50 5914 7535 5076 3985,Warenhandel,766.77,22.11.2017
AT99 3877 4273 7047 3592,AT49 7869 6462 7722 2559,Warenhandel,556.63,16.01.2018
AT33 9460 1594 8170 4365,AT30 9896 8538 8240 1931,Spende,992.62,01.02.2017
AT77 5714 5121 8373 3333,AT99 3877 4273 7047 3592,Neueinrichtung,859.51,21.07.2018
AT81 8069 2275 3090 5366,AT78 6280 7841 3225 0685,Schulden,308.77,23.10.2018
AT87 4186 5190 8996 4168,AT11 8048 7611 7051 3113,,950.02,14.04.2017
AT36 6263 5656 5947 3628,AT76 6888 8605 9695 7795,,126.06,18.07.2017
AT49 7869 6462 7722 2559,AT09 1239 5645 2894 7413,Schulden,227.83,15.01.2017
AT32 3293 7887 1273 6568,AT52 4761 1464 4792 5682,Schulden,733.32,17.10.2017
AT17 4463 0026 7361 8389,AT83 2055 0343 5031 5242,Warenhandel,820.09,10.01.2017
AT67 5686 4643 8701 0396,AT37 2200 1453 3654 4508,Aktien,681.55,22.02.2017
AT87 6023 4362 1392 0577,AT60 2383 6562 9293 9096,Schulden,417.05,02.10.2018
AT57 6282 2830 8723 9867,AT80 0414 2633 0638 0714,,39.26,11.07.2018
AT78 4116 4634 9458 1407,AT55 8940 9044 2599 2567,Auto,221.00,03.11.2017
AT77 5714 5121 8373 3333,AT78 6280 7841 3225 0685,,208.07,11.06.2018
AT85 9841 6026 7949 4737,AT50 5914 7535 5076 3985,Leben,676.60,20.08.2018
AT55 8940 9044 2599 2567,AT52 4761 1464 4792 5682,Schulden,740.90,23.01.2018
AT05 1748 1837 7869 6873,AT83 2055 0343 5031 5242,Auto,536.47,08.03.2017
AT77 0689 8601 7267 2419,AT55 8940 9044 2599 2567,Spende,0.09,05.10.2018
AT87 6023 4362 1392 0577,AT89 1722 5241 3201 1443,Schulden,558.56,04.06.2018
AT77 0689 8601 7267 2419,AT36 6263 5656 5947 3628,Neueinrichtung,794.71,05.01.2017
AT78 6280 7841 3225 0685,AT73 2816 5898 3126 3532,Leben,635.99,27.07.2017
AT32 3293 7887 1273 6568,AT37 4165 0290 7991 9354,Leben,162.52,09.07.2018
AT77 0689 8601 7267 2419,AT37 4165 0290 7991 9354,Neueinrichtung,486.86,12.07.2018
AT87 4186 5190 8996 4168,AT57 0089 3636 6067 8915,Leben,659.30,09.09.2018
AT85 9841 6026 7949 4737,AT34 1779 1973 2337 2860,Spende,947.55,26.08.2017
AT47 9309 4409 4792 4785,AT52 4761 1464 4792 5682,Spende,507.53,16.09.2018
AT37 2200 1453 3654 4508,AT25 2252 4773 6239 8605,,859.45,18.06.2018
AT56 8206 6127 2233 7903,AT81 1104 3648 6492 1249,Schulden,475.37,15.02.2017
AT99 3877 4273 7047 3592,AT83 4593 9652 1831 9309,Schulden,410.48,02.05.2017
AT58 0042 4020 9493 7961,AT95 5079 3033 2191 2643,Neueinrichtung,57.95,16.05.2018
AT50 5914 7535 5076 3985,AT25 2252 4773 6239 8605,Warenhandel,230.29,11.04.2018
AT73 7449 0172 9499 3958,AT50 5914 7535 5076 3985,Leben,872.71,21.01.2018
AT82 8137 7112 6694 2806,AT73 7449 0172 9499 3958,Auto,955.02,10.03.2017
AT32 3293 7887 1273 6568,AT60 2383 6562 9293 9096,Warenhandel,574.09,13.08.2017
AT36 6263 5656 5947 3628,AT57 0089 3636 6067 8915,Warenhandel,171.12,07.08.2018
AT60 2383 6562 9293 9096,AT37 4165 0290 7991 9354,Spende,514.04,02.02.2017
AT81 1104 3648 6492 1249,AT83 4593 9652 1831 9309,,962.94,14.08.2018
AT94 6088 9228 6351 2124,AT89 1722 5241 3201 1443,Neueinrichtung,785.98,13.05.2017
AT36 6263 5656 5947 3628,AT78 4116 4634 9458 1407,,771.45,05.08.2017
AT81 1104 3648 6492 1249,AT00 3837 1294 3259 1959,Auto,332.22,20.06.2017
AT56 8206 6127 2233 7903,AT60 2383 6562 9293 9096,,701.87,15.04.2017
AT65 9915 4585 9244 5764,AT99 3877 4273 7047 3592,,721.36,06.11.2018
AT96 2315 8547 9857 4362,AT49 7869 6462 7722 2559,Schulden,358.63,09.08.2017
AT27 4281 9942 0389 1927,AT11 8048 7611 7051 3113,Schulden,594.44,27.08.2017
AT00 3837 1294 3259 1959,AT30 9896 8538 8240 1931,Spende,456.12,15.02.2018
AT99 3877 4273 7047 3592,AT94 6088 9228 6351 2124,Schulden,631.12,20.04.2018
AT09 1239 5645 2894 7413,AT81 8069 2275 3090 5366,Schulden,655.53,22.09.2018
AT32 3293 7887 1273 6568,AT65 9915 4585 9244 5764,Leben,311.78,07.06.2017
AT37 4165 0290 7991 9354,AT85 7494 8192 8332 9402,Leben,342.01,11.02.2018
AT57 0089 3636 6067 8915,AT73 2816 5898 3126 3532,Spende,189.43,07.05.2018
AT05 1748 1837 7869 6873,AT36 6263 5656 5947 3628,Neueinrichtung,800.54,12.03.2018
AT81 1104 3648 6492 1249,AT78 4116 4634 9458 1407,Auto,859.30,11.09.2017
AT55 8940 9044 2599 2567,AT95 5079 3033 2191 2643,Spende,752.03,11.02.2017
AT32 3293 7887 1273 6568,AT37 4165 0290 7991 9354,Schulden,547.57,13.10.2017
AT00 3837 1294 3259 1959,AT89 1722 5241 3201 1443,Leben,955.36,08.09.2017
AT87 4186 5190 8996 4168,AT99 3877 4273 7047 3592,Neueinrichtung,546.43,03.03.2018
AT83 2055 0343 5031 5242,AT36 6263 5656 5947 3628,Schulden,809.95,03.07.2017
AT65 9915 4585 9244 5764,AT55 8940 9044 2599 2567,Spende,391.62,07.06.2017
AT71 8337 5842 2084 3742,AT81 1104 3648 6492 1249,Auto,514.62,26.08.2017
AT34 9862 5121 9751 5569,AT11 9371 9162 5540 3652,,347.39,03.10.2018
AT83 2055 0343 5031 5242,AT56 8206 6127 2233 7903,,214.15,20.07.2017
AT17 4463 0026 7361 8389,AT77 5714 5121 8373 3333,Auto,567.03,17.07.2017
AT32 3293 7887 1273 6568,AT77 5714 5121 8373 3333,,157.92,24.12.2018
AT80 3954 6633 3875 0597,AT55 8940 9044 2599 2567,Leben,179.76,18.08.2018
AT73 0351 6823 5615 7175,AT08 8242 4149 1806 1191,Schulden,444.17,13.05.2017
AT95 5079 3033 2191 2643,AT73 2816 5898 3126 3532,,220.68,17.06.2017
AT23 3627 5889 5495 9166,AT71 7270 8831 6056 9024,Warenhandel,183.35,10.10.2017
AT10 0760 7731 4855 1789,AT34 1779 1973 2337 2860,Schulden,695.86,18.01.2017
AT37 2200 1453 3654 4508,AT34 9862 5121 9751 5569,,898.89,09.02.2017
AT60 2383 6562 9293 9096,AT50 5914 7535 5076 3985,,881.63,20.10.2018
AT52 4761 1464 4792 5682,AT77 5714 5121 8373 3333,Neueinrichtung,316.05,22.02.2018
AT34 2568 3484 0062 8014,AT96 2315 8547 9857 4362,Neueinrichtung,539.25,24.02.2018
AT99 3877 4273 7047 3592,AT46 4038 8451 6269 6532,,606.00,13.11.2018
AT34 1779 1973 2337 2860,AT49 7869 6462 7722 2559,Aktien,720.09,24.12.2018
AT71 8337 5842 2084 3742,AT81 1104 3648 6492 1249,Spende,42.80,06.12.2018
AT77 5714 5121 8373 3333,AT27 4281 9942 0389 1927,Neueinrichtung,790.29,14.10.2017
AT85 9841 6026 7949 4737,AT31 5368 4239 0622 2678,Leben,954.99,16.07.2018
AT49 7869 6462 7722 2559,AT11 8048 7611 7051 3113,Spende,716.52,23.08.2018
AT83 4593 9652 1831 9309,AT11 8048 7611 7051 3113,Spende,168.56,05.08.2017
AT73 2816 5898 3126 3532,AT87 6023 4362 1392 0577,Leben,504.91,13.09.2017
AT55 8940 9044 2599 2567,AT81 8069 2275 3090 5366,Leben,201.52,25.01.2018
AT55 8940 9044 2599 2567,AT94 6088 9228 6351 2124,Neueinrichtung,196.68,23.02.2018
AT38 1771 0448 8518 9824,AT95 5079 3033 2191 2643,Spende,658.08,07.05.2017
AT34 2568 3484 0062 8014,AT11 9371 9162 5540 3652,Spende,907.05,16.10.2018
AT11 9371 9162 5540 3652,AT50 5914 7535 5076 3985,Schulden,18.61,07.01.2018
AT57 6282 2830 8723 9867,AT37 2200 1453 3654 4508,,869.77,17.08.2018
AT80 3954 6633 3875 0597,AT31 5368 4239 0622 2678,Spende,577.50,19.06.2018
AT67 5686 4643 8701 0396,AT73 0351 6823 5615 7175,,414.66,04.06.2017
AT83 2055 0343 5031 5242,AT37 2200 1453 3654 4508,Spende,639.47,22.07.2017
AT47 9309 4409 4792 4785,AT50 5914 7535 5076 3985,Schulden,345.30,25.03.2017
AT37 4165 0290 7991 9354,AT09 1239 5645 2894 7413,,901.47,10.12.2018
AT21 3259 6395 4314 9840,AT55 8940 9044 2599 2567,Spende,905.03,02.08.2018
AT96 2315 8547 9857 4362,AT56 8206 6127 2233 7903,Neueinrichtung,460.90,06.02.2017
AT34 1779 1973 2337 2860,AT36 6263 5656 5947 3628,Schulden,75.31,20.10.2018
AT11 9371 9162 5540 3652,AT52 4761 1464 4792 5682,,271.33,04.09.2017
AT89 1722 5241 3201 1443,AT47 9309 4409 4792 4785,Schulden,787.67,02.01.2018
AT81 1104 3648 6492 1249,AT78 6280 7841 3225 0685,Schulden,56.28,14.07.2018
AT48 4644 0976 8993 2171,AT71 7270 8831 6056 9024,,50.69,22.09.2017
AT85 9841 6026 7949 4737,AT96 2315 8547 9857 4362,,987.42,13.10.2017
AT33 9460 1594 8170 4365,AT47 9309 4409 4792 4785,Warenhandel,82.28,02.03.2017
AT34 1779 1973 2337 2860,AT81 8069 2275 3090 5366,Neueinrichtung,834.34,10.12.2018
AT65 9915 4585 9244 5764,AT30 9896 8538 8240 1931,Auto,275.28,10.03.2017
AT08 8242 4149 1806 1191,AT21 3259 6395 4314 9840,Auto,903.71,26.12.2018
AT52 4761 1464 4792 5682,AT56 8206 6127 2233 7903,Leben,370.14,09.06.2017
AT21 3259 6395 4314 9840,AT71 7270 8831 6056 9024,Schulden,513.67,15.03.2018
AT47 9309 4409 4792 4785,AT73 0351 6823 5615 7175,,571.63,16.03.2017
AT09 1239 5645 2894 7413,AT65 9915 4585 9244 5764,Aktien,713.53,08.08.2018
AT27 4281 9942 0389 1927,AT73 2816 5898 3126 3532,,455.70,11.03.2018
AT38 1771 0448 8518 9824,AT48 4644 0976 8993 2171,Schulden,15.33,27.03.2017
AT37 4165 0290 7991 9354,AT65 9915 4585 9244 5764,Neueinrichtung,919.26,03.07.2018
AT27 4281 9942 0389 1927,AT49 7869 6462 7722 2559,Spende,902.72,03.06.2018
AT17 4463 0026 7361 8389,AT77 5714 5121 8373 3333,,882.27,20.06.2018
AT76 6888 8605 9695 7795,AT85 7494 8192 8332 9402,,593.46,15.08.2018
AT34 9862 5121 9751 5569,AT78 6280 7841 3225 0685,Neueinrichtung,934.98,27.05.2018
AT45 2213 9912 6657 0320,AT85 7494 8192 8332 9402,Spende,206.66,16.04.2018
AT58 0042 4020 9493 7961,AT23 3627 5889 5495 9166,Schulden,167.44,21.04.2017
AT87 6023 4362 1392 0577,AT83 4593 9652 1831 9309,Schulden,20.78,05.02.2018
AT95 5079 3033 2191 2643,AT96 2315 8547 9857 4362,Neueinrichtung,530.78,13.09.2017
AT10 0760 7731 4855 1789,AT73 0351 6823 5615 7175,Aktien,992.10,22.07.2017
AT57 0089 3636 6067 8915,AT78 6280 7841 3225 0685,Leben,242.94,13.03.2018
AT45 2213 9912 6657 0320,AT49 7869 6462 7722 2559,Spende,812.37,25.11.2018
AT30 9896 8538 8240 1931,AT96 2315 8547 9857 4362,Warenhandel,410.52,21.04.2018
AT00 3837 1294 3259 1959,AT73 7449 0172 9499 3958,Schulden,720.75,03.05.2018
AT57 6282 2830 8723 9867,AT25 2252 4773 6239 8605,Neueinrichtung,947.08,15.03.2018
AT81 8069 2275 3090 5366,AT65 9915 4585 9244 5764,Spende,253.61,06.02.2018
AT56 8206 6127 2233 7903,AT34 9862 5121 9751 5569,Schulden,650.49,11.08.2017
AT83 4593 9652 1831 9309,AT46 4038 8451 6269 6532,Leben,271.78,03.10.2018
AT87 6023 4362 1392 0577,AT37 4165 0290 7991 9354,Aktien,635.97,02.08.2018
AT60 2383 6562 9293 9096,AT21 3259 6395 4314 9840,Neueinrichtung,833.67,25.12.2018
AT25 2252 4773 6239 8605,AT36 6263 5656 5947 3628,Spende,356.34,04.07.2018
AT27 4281 9942 0389 1927,AT08 8242 4149 1806 1191,Spende,143.47,15.05.2017
AT33 9460 1594 8170 4365,AT60 2383 6562 9293 9096,Spende,834.79,04.05.2018
AT25 2252 4773 6239 8605,AT73 7449 0172 9499 3958,Spende,576.17,09.08.2018
AT17 4463 0026 7361 8389,AT11 8048 7611 7051 3113,Neueinrichtung,216.79,12.04.2017
AT58 0042 4020 9493 7961,AT83 2055 0343 5031 5242,,668.29,09.11.2018
AT09 1239 5645 2894 7413,AT00 3837 1294 3259 1959,Neueinrichtung,338.20,20.11.2017
AT48 4644 0976 8993 2171,AT77 5714 5121 8373 3333,Warenhandel,128.77,10.07.2018
AT95 5079 3033 2191 2643,AT56 8206 6127 2233 7903,Warenhandel,357.46,13.09.2017
AT81 8069 2275 3090 5366,AT73 7449 0172 9499 3958,Neueinrichtung,623.36,01.06.2018
AT78 6280 7841 3225 0685,AT46 4038 8451 6269 6532,Leben,141.31,11.07.2018
AT87 4186 5190 8996 4168,AT11 9371 9162 5540 3652,Leben,331.16,10.10.2018
AT85 9841 6026 7949 4737,AT08 8242 4149 1806 1191,Aktien,595.20,16.09.2017
AT58 0042 4020 9493 7961,AT99 3877 4273 7047 3592,Warenhandel,386.35,20.03.2017
AT87 6023 4362 1392 0577,AT48 4644 0976 8993 2171,,739.06,19.09.2017
AT73 7449 0172 9499 3958,AT81 8069 2275 3090 5366,Aktien,280.57,19.11.2018
AT17 4463 0026 7361 8389,AT80 0414 2633 0638 0714,Leben,944.51,02.06.2017
AT08 8242 4149 1806 1191,AT46 4038 8451 6269 6532,Aktien,276.16,27.02.2018
AT34 9862 5121 9751 5569,AT31 5368 4239 0622 2678,Neueinrichtung,146.38,26.07.2018
AT87 6023 4362 1392 0577,AT83 2055 0343 5031 5242,Spende,290.07,21.09.2018
AT81 1104 3648 6492 1249,AT78 4116 4634 9458 1407,,825.73,02.07.2018
AT31 5368 4239 0622 2678,AT71 7270 8831 6056 9024,Auto,890.56,17.11.2017
AT57 0089 3636 6067 8915,AT52 4761 1464 4792 5682,Schulden,961.27,05.09.2018
AT27 4281 9942 0389 1927,AT76 6888 8605 9695 7795,Auto,769.75,12.08.2018
AT37 2200 1453 3654 4508,AT52 4761 1464 4792 5682,Leben,226.68,16.02.2017
AT73 7449 0172 9499 3958,AT46 4038 8451 6269 6532,Auto,685.30,22.03.2018
AT57 6282 2830 8723 9867,AT21 3259 6395 4314 9840,Auto,393.89,20.01.2018
AT33 9460 1594 8170 4365,AT52 4761 1464 4792 5682,Auto,118.37,03.09.2018
AT78 6280 7841 3225 0685,AT73 0351 6823 5615 7175,Schulden,297.44,26.02.2018
AT10 0760 7731 4855 1789,AT34 2568 3484 0062 8014,Schulden,845.29,12.07.2018
AT89 1722 5241 3201 1443,AT77 5714 5121 8373 3333,Auto,936.50,19.07.2018
AT71 7270 8831 6056 9024,AT81 8069 2275 3090 5366,Leben,284.43,28.09.2018
AT61 7283 8477 5641 3823,AT08 8242 4149 1806 1191,Auto,439.10,09.02.2017
AT48 4644 0976 8993 2171,AT77 5714 5121 8373 3333,Neueinrichtung,780.28,18.07.2018
AT52 4761 1464 4792 5682,AT81 8069 2275 3090 5366,Neueinrichtung,869.15,22.06.2017
AT34 9862 5121 9751 5569,AT82 8137 7112 6694 2806,Neueinrichtung,987.36,15.10.2017
AT61 7283 8477 5641 3823,AT49 7869 6462 7722 2559,Schulden,77.35,02.04.2018
AT11 9371 9162 5540 3652,AT55 8940 9044 2599 2567,Warenhandel,284.74,04.09.2018
AT45 2213 9912 6657 0320,AT65 9915 4585 9244 5764,Neueinrichtung,112.77,02.05.2017
AT46 4038 8451 6269 6532,AT57 0089 3636 6067 8915,,217.25,22.04.2018
AT71 7270 8831 6056 9024,AT11 9371 9162 5540 3652,Spende,625.41,27.02.2017
AT57 6282 2830 8723 9867,AT50 5914 7535 5076 3985,Leben,75.16,22.05.2018
AT89 1722 5241 3201 1443,AT65 9915 4585 9244 5764,Neueinrichtung,73.86,10.11.2018
AT81 1104 3648 6492 1249,AT73 2816 5898 3126 3532,,605.89,18.01.2017
AT09 1239 5645 2894 7413,AT49 7869 6462 7722 2559,Auto,639.13,03.11.2018
AT87 4186 5190 8996 4168,AT83 4593 9652 1831 9309,Schulden,753.25,19.08.2017
AT45 2213 9912 6657 0320,AT99 3877 4273 7047 3592,Warenhandel,995.65,17.11.2018
AT55 8940 9044 2599 2567,AT56 8206 6127 2233 7903,Auto,735.86,14.10.2017
AT85 7494 8192 8332 9402,AT65 9915 4585 9244 5764,Spende,615.52,05.06.2017
AT21 3259 6395 4314 9840,AT36 6263 5656 5947 3628,Neueinrichtung,614.17,15.07.2018
AT80 3954 6633 3875 0597,AT55 8940 9044 2599 2567,Leben,27.80,20.09.2018
AT73 0351 6823 5615 7175,AT55 8940 9044 2599 2567,Schulden,64.26,17.04.2017
AT99 3877 4273 7047 3592,AT87 6023 4362 1392 0577,Warenhandel,671.93,06.03.2017
AT67 5686 4643 8701 0396,AT37 4165 0290 7991 9354,Schulden,132.93,22.03.2017
AT56 8206 6127 2233 7903,AT49 7869 6462 7722 2559,Leben,924.19,18.02.2017
AT27 4281 9942 0389 1927,AT47 9309 4409 4792 4785,Schulden,432.66,15.06.2017
AT45 2213 9912 6657 0320,AT81 8069 2275 3090 5366,Auto,439.34,09.03.2017
AT73 7449 0172 9499 3958,AT71 8337 5842 2084 3742,,738.81,21.02.2017
AT65 9915 4585 9244 5764,AT27 4281 9942 0389 1927,Spende,201.55,21.09.2018
AT09 1239 5645 2894 7413,AT82 8137 7112 6694 2806,,267.34,08.11.2017
AT57 6282 2830 8723 9867,AT27 4281 9942 0389 1927,Spende,490.78,04.07.2017
AT23 3627 5889 5495 9166,AT56 8206 6127 2233 7903,Neueinrichtung,397.23,07.12.2018
AT80 0414 2633 0638 0714,AT73 0351 6823 5615 7175,Spende,729.24,01.02.2018
AT32 3293 7887 1273 6568,AT95 5079 3033 2191 2643,Schulden,943.28,13.05.2018
AT45 2213 9912 6657 0320,AT85 7494 8192 8332 9402,,489.77,08.03.2017
AT85 7494 8192 8332 9402,AT99 3877 4273 7047 3592,Schulden,35.31,25.10.2017
AT34 9862 5121 9751 5569,AT57 0089 3636 6067 8915,Leben,278.21,13.09.2017
AT80 0414 2633 0638 0714,AT78 4116 4634 9458 1407,Aktien,900.55,02.07.2017
AT94 6088 9228 6351 2124,AT83 4593 9652 1831 9309,Neueinrichtung,998.91,15.05.2017
AT76 6888 8605 9695 7795,AT60 2383 6562 9293 9096,Warenhandel,582.87,09.01.2017
AT81 8069 2275 3090 5366,AT80 0414 2633 0638 0714,Schulden,16.80,12.03.2018
AT73 2816 5898 3126 3532,AT78 4116 4634 9458 1407,Spende,304.37,18.05.2018
AT89 1722 5241 3201 1443,AT49 7869 6462 7722 2559,Neueinrichtung,225.58,02.10.2017
AT73 0351 6823 5615 7175,AT81 1104 3648 6492 1249,Warenhandel,258.31,20.01.2017
AT81 1104 3648 6492 1249,AT34 1779 1973 2337 2860,Warenhandel,99.28,18.08.2017
AT30 9896 8538 8240 1931,AT71 8337 5842 2084 3742,Neueinrichtung,783.71,01.09.2018
AT05 1748 1837 7869 6873,AT73 7449 0172 9499 3958,Warenhandel,143.20,17.07.2017
AT32 3293 7887 1273 6568,AT47 9309 4409 4792 4785,Spende,844.94,02.02.2017
AT78 6280 7841 3225 0685,AT34 2568 3484 0062 8014,Aktien,88.96,20.01.2017
AT56 8206 6127 2233 7903,AT96 2315 8547 9857 4362,Spende,686.02,01.06.2017
AT47 9309 4409 4792 4785,AT27 4281 9942 0389 1927,Warenhandel,570.83,05.01.2017
AT82 8137 7112 6694 2806,AT83 2055 0343 5031 5242,Schulden,432.86,01.10.2017
AT96 2315 8547 9857 4362,AT48 4644 0976 8993 2171,,674.89,27.06.2017
AT36 6263 5656 5947 3628,AT48 4644 0976 8993 2171,Auto,501.78,07.03.2018
AT76 6888 8605 9695 7795,AT36 6263 5656 5947 3628,Auto,711.48,18.07.2018
AT00 3837 1294 3259 1959,AT09 1239 5645 2894 7413,Spende,548.16,16.03.2017
AT58 0042 4020 9493 7961,AT49 7869 6462 7722 2559,Schulden,474.88,20.04.2017
AT00 3837 1294 3259 1959,AT49 7869 6462 7722 2559,Auto,981.93,01.05.2018
AT89 1722 5241 3201 1443,AT30 9896 8538 8240 1931,Spende,903.84,11.11.2018
AT36 6263 5656 5947 3628,AT87 6023 4362 1392 0577,Spende,175.24,27.12.2018
AT87 6023 4362 1392 0577,AT25 2252 4773 6239 8605,Neueinrichtung,363.98,01.07.2018
AT34 1779 1973 2337 2860,AT83 2055 0343 5031 5242,Aktien,550.19,21.07.2018
AT83 2055 0343 5031 5242,AT78 6280 7841 3225 0685,Schulden,889.93,26.03.2017
AT96 2315 8547 9857 4362,AT57 0089 3636 6067 8915,,653.03,16.02.2017
AT80 3954 6633 3875 0597,AT25 2252 4773 6239 8605,,709.41,13.12.2018
AT27 4281 9942 0389 1927,AT47 9309 4409 4792 4785,Neueinrichtung,244.25,02.02.2018
AT10 0760 7731 4855 1789,AT95 5079 3033 2191 2643,Schulden,613.32,26.02.2017
AT87 6023 4362 1392 0577,AT83 2055 0343 5031 5242,,216.53,05.04.2018
AT11 8048 7611 7051 3113,AT95 5079 3033 2191 2643,Warenhandel,237.33,12.07.2017
AT30 9896 8538 8240 1931,AT46 4038 8451 6269 6532,Warenhandel,632.90,06.01.2017
AT82 8137 7112 6694 2806,AT65 9915 4585 9244 5764,Spende,842.86,02.11.2017
AT17 4463 0026 7361 8389,AT89 1722 5241 3201 1443,Leben,32.92,05.02.2017
AT78 4116 4634 9458 1407,AT73 0351 6823 5615 7175,Warenhandel,696.15,12.10.2018
AT34 1779 1973 2337 2860,AT21 3259 6395 4314 9840,Spende,132.12,06.12.2018
AT77 0689 8601 7267 2419,AT37 2200 1453 3654 4508,Neueinrichtung,676.56,17.08.2017
AT71 8337 5842 2084 3742,AT96 2315 8547 9857 4362,,319.21,15.05.2018
AT47 9309 4409 4792 4785,AT78 4116 4634 9458 1407,Warenhandel,877.24,18.08.2017
AT30 9896 8538 8240 1931,AT25 2252 4773 6239 8605,Leben,49.13,14.05.2018
AT27 4281 9942 0389 1927,AT96 2315 8547 9857 4362,Aktien,790.32,02.06.2017
AT47 9309 4409 4792 4785,AT96 2315 8547 9857 4362,Spende,235.77,09.02.2018
AT23 3627 5889 5495 9166,AT50 5914 7535 5076 3985,Aktien,603.08,15.03.2017
AT71 7270 8831 6056 9024,AT57 0089 3636 6067 8915,Neueinrichtung,702.07,02.06.2017
AT58 0042 4020 9493 7961,AT57 0089 3636 6067 8915,Schulden,681.43,28.07.2017
AT21 3259 6395 4314 9840,AT34 1779 1973 2337 2860,Leben,449.84,24.02.2018
AT89 1722 5241 3201 1443,AT73 7449 0172 9499 3958,Spende,835.69,18.07.2017
AT21 3259 6395 4314 9840,AT71 8337 5842 2084 3742,Leben,849.29,25.03.2017
AT71 8337 5842 2084 3742,AT96 2315 8547 9857 4362,Spende,561.98,16.04.2017
AT73 2816 5898 3126 3532,AT60 2383 6562 9293 9096,,1.03,21.07.2018
